,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
101,145,Senior Data Analyst,Unqork,"Remote in New York, NY",Estimated $98.8K - $125K a year,"Assist in furthering a data driven culture within the company.
Communicate and present data driven insights to the product and engineering peers.",Posted15 days ago,2022-05-05
102,146,Associate Business Analyst,Paramount,"New York, NY 10019 (Midtown area)+1 location",,"Monitor and govern the data, ensuring data quality and accuracy.
You will be part of a team charged with enabling data-centric decision making via reporting…",Posted21 days ago,2022-05-05
103,147,Senior Data Analyst II,Buoy Health,"Remote in New York, NY",Estimated $86.4K - $109K a year,"3-5 years of data analytics experience.
Motivated to tell stories through compelling data points and visualizations.
Bonus points if you have:",Posted30 days ago,2022-05-05
104,148,"Analyst, Revenue Intelligence",AT&T,"New York, NY",,"2-3 years of experience in digital advertising, yield management, data analysis, and/or programmatic monetization.
Experience with Python, SQL, API’s.",Posted30+ days ago,2022-05-05
105,149,OHS Business Analyst,Metropolitan Transportation Authority,"Manhattan, NY",,"Bachelor’s degree in Business, Computer Information Systems, or a related field or an equivalent combination of education from an accredited college and…",Posted30+ days ago,2022-05-05
106,150,SAS Data Analyst,The Avon Company,"New York, NY 10006 (Financial District area)",,"3-5 progressive years of experience in SAS: Base SAS, Macro Language and ODS graphics are key desired competencies and experience in SQ.",Posted30+ days ago,2022-05-05
107,151,"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY 10001 (Chelsea area)+1 location",Estimated $86K - $109K a year,"Thanks to its holistic ad monetization platform (Adserver/SSP/Buyer Tools/DSP), brands can achieve greater efficiency through their advertising spend and…",Posted30+ days ago,2022-05-05
108,153,Data Analyst,National Black Leadership Commission on AIDS,"New York, NY 10027 (Harlem area)",Estimated $63.7K - $80.7K a year,"Support data collection and management.
Relevant experience in public health data analysis.
Assist with development of survey instruments and assessments for…",Posted20 days ago,2022-05-05
109,154,Technical Business Analyst,Noodle,"Remote in New York, NY 10003",Estimated $95K - $120K a year,"3-5 years of experience analyzing processes and supporting teams to scale.
Provide triage and technical support in response to data discrepancy reports by…",Posted30+ days ago,2022-05-05
110,155,Claims Data Analyst (R318),Sompo International,"New York, NY 10019 (Midtown area)",,"3+ years’ experience in data analysis, data mining, or predictive modeling.
Gather and present data re monthly and quarterly metrics.",Posted30+ days ago,2022-05-05
111,156,Marketing Data Analyst,Veeva Systems,"New York, NY+1 location",,"Develop insights using advanced data analysis techniques, predictive modeling, and data visualization.
Use data to make patient behavior discoveries.",Posted30+ days ago,2022-05-05
112,157,Data Analyst,Dow Jones,"New York, NY 10176 (Murray Hill area)+2 locations",,"Be stewards of our data governance and data privacy requirements; erring on validation with key stakeholders first to ensure accuracy of data is provided,…",Posted30+ days ago,2022-05-05
113,158,Data Analyst,Haymarket Media Group,"Hybrid remote in New York, NY",Estimated $62.9K - $79.7K a year,"Use data visualization tools to provide actionable data for the business.
Strong analytical skills with the ability to collect, organize, analyze, and…",Posted30+ days ago,2022-05-05
114,161,Data Analyst,Nascentia Health,"Syracuse, NY 13204 (Westside area)",Estimated $56K - $71K a year,"Assesses and validates vital data used by the organization to ensure data integrity.
Experience in data analytics; healthcare preferred.",Posted20 days ago,2022-05-05
115,162,Data Analyst II,1199SEIU Benefit and Pension Funds,"New York, NY",Estimated $68.4K - $86.6K a year,"Create data comparison analysis, reconciliation, review, and monitor systematic data reports to ensure the quality and integrity of the eligibility/enrollment…",Posted30+ days ago,2022-05-05
116,163,Senior Data Analyst,Unqork,"Remote in New York, NY",Estimated $98.8K - $125K a year,"Assist in furthering a data driven culture within the company.
Communicate and present data driven insights to the product and engineering peers.",Posted15 days ago,2022-05-05
117,166,Data Analyst,DLA Piper,"Remote in New York, NY",Estimated $68.7K - $86.9K a year,"2 years of data-related experience.
Basic understanding of Big data tools: Hadoop, Azure, etc.
Basic understanding of data science concepts: probability,…",Posted14 days ago,2022-05-05
118,167,"Analyst, Consumer Analytics (MiLB)",Major League Baseball,"New York, NY",Estimated $43K - $54.4K a year,"Proficiency in quantitative data collection and data analysis using SQL is required.
Experience with data science and statistical concepts such as regression…",Posted30+ days ago,2022-05-05
119,168,Senior Data Analyst,Memorial Sloan Kettering Cancer Center,"New York, NY 10017 (Turtle Bay area)+1 location",,"4-7 years of work experience, at least 3 years in a data-oriented position.
Identify and collect data to support investigation of business problems,…",Posted30+ days ago,2022-05-05
120,169,Data Analyst,Public Health Solutions,"Long Island City, NY",Estimated $57.3K - $72.5K a year,"Analyze data from the surveillance registries, electronic medical records, and non-traditional data sources.
Respond to data requests from internal and external…",Posted30 days ago,2022-05-05
121,170,"Professional, Data Analyst",MVP Health Care,"Schenectady, NY 12305 (Downtown area)+3 locations",Estimated $66.5K - $84.1K a year,"Intermediate data processing skills for use in data warehouse applications, including ability to identify appropriate data fields and write queries to obtain…",Posted20 days ago,2022-05-05
122,171,Strategy and Innovation Business Analyst,the NBA,"New York, NY 10022 (Midtown area)+2 locations",,"Able to articulate analysis and insights derived from data in a concise manner.
Strong analytical skills with acute attention to detail.",Posted30 days ago,2022-05-05
123,172,Genomic Epidemiology Data Analyst,Fund For Public Health In New York Inc,"Long Island City, NY 11101+2 locations",,"Familiarity with Public Health laboratory data and terminology preferred.
Experience in quantitative analysis of public health, medical or laboratory data.",Posted15 days ago,2022-05-05
124,173,"Data, Accountancy, and Policy Analyst",International Federation of Accountants,"New York, NY 10017 (Midtown area)",Estimated $76.4K - $96.8K a year,"Four-year, Bachelor’s degree or equivalent required (graduate degree a plus) with minimum of 5-7 years relevant work experience at a large public accounting…",Posted15 days ago,2022-05-05
125,176,Data Privacy Analyst,Click Therapeutics,"Remote in New York, NY",Estimated $52.2K - $66K a year,"Support communications planning, including the development and implementation of data privacy training.
Ability to collaborate effectively with a diverse set of…",Posted30+ days ago,2022-05-05
126,177,Senior Data Analyst,Rochester Institute of Technology,"Rochester, NY 14623",Estimated $96.6K - $122K a year,"5+ years of professional data analytics experience.
Demonstrated experience in querying, cleaning and transforming large data sets.",Posted9 days ago,2022-05-05
127,178,Data Analyst,Content Square,"Remote in New York, NY",Estimated $67.8K - $85.8K a year,"Have Contentsquare data organized in a database and ensure data quality for every content provided.
Analyze Contentsquare’s customer websites data to identify…",Posted30 days ago,2022-05-05
128,179,Data Analyst,Yieldstreet,"New York, NY 10022 (Midtown area)",Estimated $82.8K - $105K a year,"3-5 years of experience with a stellar track record in a business intelligence/data analyst role.
Identify opportunities to increase or improve our data capture…",Posted27 days ago,2022-05-05
129,180,Senior Data Analyst,DataDog,"New York, NY",Estimated $114K - $144K a year,"Run deep data analyses and investigations.
Experienced in working with large customer and product data.
This will involve answering data questions from Customer…",Posted30+ days ago,2022-05-05
130,181,Digital Data Analyst,Mandarin Oriental Hotel Group,"New York, NY",Estimated $61.7K - $78.1K a year,"Strong interest in marketing and hospitality; curious about data, data modelling and strategy.
The analyst will scrutinize digital data to identify trends and…",Posted30+ days ago,2022-05-05
131,184,Senior Data Analyst,Integral Ad Science,"New York, NY 10003 (Flatiron area)",Estimated $97.5K - $123K a year,"Build on existing data model to incorporate new data sources.
Analyze data to form insights that drive strategy.
Create and build out reporting in Power BI.",Posted30+ days ago,2022-05-05
132,185,Data Analyst,"Office of the District Attorney, Bronx County","Bronx, NY",Estimated $45.2K - $57.2K a year,"A baccalaure degree, from an accredited college or high school diploma and a minimum of five (5) years of relevant experience.",Posted30+ days ago,2022-05-05
133,186,Data Analyst,ACLU,"New York, NY 10004 (Financial District area)",Estimated $48.5K - $61.5K a year,The NYCLU seeks a data analyst to conduct research and help us use data to better understand and improve public schools and institutions that serve young New…,Posted8 days ago,2022-05-05
134,187,SENIOR DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10458 (Fordham area)",,"Develop data visualization tools to convey data in a concise, relatable manner.
Validate data between separate systems, and pinpoint sources of discrepancies to…",Posted30+ days ago,2022-05-05
135,190,Financial Data Analyst,"Paul, Weiss, Rifkind, Wharton & Garrison LLP","New York, NY 10019 (Midtown area)",,"Work with analysts to maintain data integrity.
Connect data sources, import and transform data for business intelligence tools.",Posted13 days ago,2022-05-05
